ID,CompanyFK,Score,Explanation,RecordedOn,RuleVersion
9907,12788,72.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9908,12799,75,"Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
9909,12801,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9910,12854,50,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9911,12882,81,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9912,12898,42.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9913,12915,68.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9914,12946,78.5,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
9915,13016,60.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9916,13129,50.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9917,13155,65,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9918,13208,46,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9919,13217,66.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9920,13236,87,"Upload more product catalogues; Add more case studies; ",2017-12-26 09:00:03.300,1
9921,13594,70.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9922,13617,65.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9923,13647,49.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9924,13723,58.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9925,13754,87.75,"Upload more product catalogues; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
9926,13810,66.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9927,13825,83,"Add a tagline; ",2017-12-26 09:00:03.300,1
9928,13985,62.25,"Upload an overview image; Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9929,14008,80.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9930,14013,60.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9931,14459,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9932,14467,23.5,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9933,14480,34,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9934,14488,65.5,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9935,14995,66.75,"Upload more product catalogues; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9936,15015,62,"Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9937,15020,53.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9938,15099,83.75,"Upload more product catalogues; Add more gallery images; ",2017-12-26 09:00:03.300,1
9939,15112,54.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9940,15235,60.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9941,15271,78.25,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9942,15284,75.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9943,15308,83,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-26 09:00:03.300,1
9944,15365,63.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9945,15368,70.5,"Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
9946,15389,39.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9947,15428,55,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9948,15460,51,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9949,15547,66.75,"Upload more product catalogues; Add more case studies; ",2017-12-26 09:00:03.300,1
9950,15667,80.75,"Upload more product catalogues; Add more case studies; ",2017-12-26 09:00:03.300,1
9951,15689,49.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9952,15763,45.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9953,16003,33,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9954,16082,85,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
9955,16086,79.5,"Upload more product catalogues; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9956,16109,53.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9957,16186,57.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9958,16353,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9959,16369,55.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9960,16372,51.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9961,16391,83.25,"Upload more product catalogues; ",2017-12-26 09:00:03.300,1
9962,16452,53,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9963,16545,45,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9964,16567,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9965,16645,62,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9966,16670,52,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9967,16708,50,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9968,16782,44.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9969,16788,48.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9970,16867,84.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9971,16897,36,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9972,17124,83.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9973,17203,59,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9974,17250,41.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9975,17267,72.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9976,17276,65.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9977,17388,78,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9978,17394,52.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9979,17401,64.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9980,17405,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9981,17407,55.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9982,17439,74,"Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9983,17493,54.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9984,17528,85.5,"Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9985,17536,62.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9986,17557,75.5,"Upload more product catalogues; Add a tagline; ",2017-12-26 09:00:03.300,1
9987,17584,62.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9988,17592,53.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9989,17598,72,"Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9990,17666,95,"Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
9991,17706,49.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9992,17804,47.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9993,17848,67.5,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9994,17933,53.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
9995,18057,45,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9996,18064,56.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9997,18273,68.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
9998,18284,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
9999,18353,38,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10000,18360,60,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10001,18416,59,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10002,18420,48,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10003,18437,55.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10004,18451,59.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10005,18510,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10006,18519,75,"Upload more product catalogues; Add more case studies; ",2017-12-26 09:00:03.300,1
10007,18554,53.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10008,18581,49.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10009,18722,59.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10010,18758,52.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10011,18770,60,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10012,18880,70.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10013,18913,26,"Enter a description; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10014,18935,61,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10015,19044,70.5,"Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10016,19072,76.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10017,19186,73.75,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10018,19229,56.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10019,19236,58.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10020,19298,63,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10021,19341,73.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10022,19347,52,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10023,19356,35.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10024,19424,53,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10025,19448,80,"Add more additional links; Add a tagline; ",2017-12-26 09:00:03.300,1
10026,19458,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10027,19469,61.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10028,19492,72.75,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-26 09:00:03.300,1
10029,19640,68.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10030,19663,44.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10031,19703,52.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10032,19711,46,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10033,19792,82,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10034,19852,79.5,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-26 09:00:03.300,1
10035,19855,49,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10036,19872,62.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10037,19888,51.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10038,19948,80,"Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10039,19957,66.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10040,20005,34.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10041,20010,51.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10042,20016,46.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10043,20029,68,"Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10044,20046,74.5,"Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10045,20068,47.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10046,20069,51,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10047,20082,67.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10048,20163,49.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10049,20449,64.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10050,20468,46.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10051,20478,67,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10052,20560,56,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10053,20598,77.25,"Upload more product catalogues; Add more case studies; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10054,20651,65.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10055,20666,58.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10056,20751,55,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10057,20765,78.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10058,20857,62,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10059,20862,55.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10060,20953,56,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10061,20976,53.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10062,20993,57.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10063,21033,59,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10064,21068,68.5,"Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10065,21084,74,"Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10066,21106,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10067,21107,67.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10068,21108,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10069,21198,55.5,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-26 09:00:03.300,1
10070,21224,43,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10071,21255,78.5,"Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10072,21329,67,"Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10073,21333,86.5,"Upload more product catalogues; Add a tagline; ",2017-12-26 09:00:03.300,1
10074,21354,54,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10075,21395,55.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10076,21400,68.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10077,21430,70.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10078,21462,47.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-26 09:00:03.300,1
10079,21465,80,"Add more gallery images; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10080,21520,84,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10081,21545,31,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10082,21712,69.5,"Add more gallery images; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10083,22115,70,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10084,22125,63,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10085,22162,95,"Add more additional contacts; ",2017-12-26 09:00:03.300,1
10086,22186,48.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10087,22325,74,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10088,22327,85,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10089,22363,58,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10090,22399,69.25,"Upload more product catalogues; Add more gallery images; Add more additional contacts; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10091,22967,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10092,23065,49.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10093,23138,57.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10094,23246,57,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10095,23249,70.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10096,23319,36,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10097,23342,71.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-26 09:00:03.300,1
10098,23418,50.5,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10099,23435,44,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10100,23455,90.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-26 09:00:03.300,1
10101,23527,79.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-26 09:00:03.300,1
10102,23621,46.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
10103,23750,70.5,"Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-26 09:00:03.300,1
